date,state,daily,donations_new,donations_returning,year
2006-01-01,Johor,87,36,51,2006
2006-01-02,Johor,15,4,11,2006
2006-01-03,Johor,8,2,6,2006
2006-01-04,Johor,33,25,8,2006
2006-01-05,Johor,20,16,4,2006
2006-01-06,Johor,4,0,4,2006
2006-01-07,Johor,1,1,0,2006
2006-01-08,Johor,86,10,76,2006
2006-01-09,Johor,3,3,0,2006
2006-01-10,Johor,2,0,2,2006
2006-01-11,Johor,14,6,8,2006
2006-01-12,Johor,38,33,5,2006
2006-01-13,Johor,24,20,4,2006
2006-01-14,Johor,2,1,1,2006
2006-01-15,Johor,148,18,130,2006
2006-01-16,Johor,75,62,13,2006
2006-01-17,Johor,25,19,6,2006
2006-01-18,Johor,26,21,5,2006
2006-01-19,Johor,50,44,6,2006
2006-01-20,Johor,62,51,11,2006
2006-01-21,Johor,40,32,8,2006
2006-01-22,Johor,2,2,0,2006
2006-01-23,Johor,8,2,6,2006
2006-01-24,Johor,3,0,3,2006
2006-01-25,Johor,12,7,5,2006
2006-01-26,Johor,12,7,5,2006
2006-01-27,Johor,22,9,13,2006
2006-01-28,Johor,0,0,0,2006
2006-01-29,Johor,0,0,0,2006
2006-01-30,Johor,2,2,0,2006
2006-01-31,Johor,0,0,0,2006
2006-02-01,Johor,0,0,0,2006
2006-02-02,Johor,23,8,15,2006
2006-02-03,Johor,8,1,7,2006
2006-02-04,Johor,0,0,0,2006
2006-02-05,Johor,98,53,45,2006
2006-02-06,Johor,14,9,5,2006
2006-02-07,Johor,48,17,31,2006
2006-02-08,Johor,85,45,40,2006
2006-02-09,Johor,16,8,8,2006
2006-02-10,Johor,23,16,7,2006
2006-02-11,Johor,10,9,1,2006
2006-02-12,Johor,126,27,99,2006
2006-02-13,Johor,16,11,5,2006
2006-02-14,Johor,35,28,7,2006
2006-02-15,Johor,32,23,9,2006
2006-02-16,Johor,14,8,6,2006
2006-02-17,Johor,13,7,6,2006
2006-02-18,Johor,54,53,1,2006
2006-02-19,Johor,4,3,1,2006
2006-02-20,Johor,11,5,6,2006
2006-02-21,Johor,70,53,17,2006
2006-02-22,Johor,20,11,9,2006
2006-02-23,Johor,4,1,3,2006
2006-02-24,Johor,63,52,11,2006
2006-02-25,Johor,0,0,0,2006
2006-02-26,Johor,79,34,45,2006
2006-02-27,Johor,25,16,9,2006
2006-02-28,Johor,23,16,7,2006
2006-03-01,Johor,16,12,4,2006
2006-03-02,Johor,2,0,2,2006
2006-03-03,Johor,31,25,6,2006
2006-03-04,Johor,0,0,0,2006
2006-03-05,Johor,36,9,27,2006
2006-03-06,Johor,9,0,9,2006
2006-03-07,Johor,48,42,6,2006
2006-03-08,Johor,21,13,8,2006
2006-03-09,Johor,20,3,17,2006
2006-03-10,Johor,29,23,6,2006
2006-03-11,Johor,1,0,1,2006
2006-03-12,Johor,117,48,69,2006
2006-03-13,Johor,8,2,6,2006
2006-03-14,Johor,11,3,8,2006
2006-03-15,Johor,10,3,7,2006
2006-03-16,Johor,186,143,43,2006
2006-03-17,Johor,50,42,8,2006
2006-03-18,Johor,1,0,1,2006
2006-03-19,Johor,0,0,0,2006
2006-03-20,Johor,8,2,6,2006
2006-03-21,Johor,13,8,5,2006
2006-03-22,Johor,2,1,1,2006
2006-03-23,Johor,2,0,2,2006
2006-03-24,Johor,19,13,6,2006
2006-03-25,Johor,19,6,13,2006
2006-03-26,Johor,25,8,17,2006
2006-03-27,Johor,3,0,3,2006
2006-03-28,Johor,6,2,4,2006
2006-03-29,Johor,33,28,5,2006
2006-03-30,Johor,0,0,0,2006
2006-03-31,Johor,6,2,4,2006
2006-04-01,Johor,0,0,0,2006
2006-04-02,Johor,37,20,17,2006
2006-04-03,Johor,4,2,2,2006
2006-04-04,Johor,20,17,3,2006
2006-04-05,Johor,11,8,3,2006
2006-04-06,Johor,103,66,37,2006
2006-04-07,Johor,23,13,10,2006
2006-04-08,Johor,0,0,0,2006
2006-04-09,Johor,1,0,1,2006
2006-04-10,Johor,11,1,10,2006
2006-04-11,Johor,1,0,1,2006
2006-04-12,Johor,4,0,4,2006
2006-04-13,Johor,54,47,7,2006
2006-04-14,Johor,39,27,12,2006
2006-04-15,Johor,61,41,20,2006
2006-04-16,Johor,119,43,76,2006
2006-04-17,Johor,24,16,8,2006
2006-04-18,Johor,11,4,7,2006
2006-04-19,Johor,10,5,5,2006
2006-04-20,Johor,7,2,5,2006
2006-04-21,Johor,9,5,4,2006
2006-04-22,Johor,1,0,1,2006
2006-04-23,Johor,137,32,105,2006
2006-04-24,Johor,43,35,8,2006
2006-04-25,Johor,1,0,1,2006
2006-04-26,Johor,87,25,62,2006
2006-04-27,Johor,24,15,9,2006
2006-04-28,Johor,53,38,15,2006
2006-04-29,Johor,2,1,1,2006
2006-04-30,Johor,54,11,43,2006
2006-05-01,Johor,1,1,0,2006
2006-05-02,Johor,45,30,15,2006
2006-05-03,Johor,13,5,8,2006
2006-05-04,Johor,64,45,19,2006
2006-05-05,Johor,36,14,22,2006
2006-05-06,Johor,1,0,1,2006
2006-05-07,Johor,84,11,73,2006
2006-05-08,Johor,65,34,31,2006
2006-05-09,Johor,61,30,31,2006
2006-05-10,Johor,18,9,9,2006
2006-05-11,Johor,37,21,16,2006
2006-05-12,Johor,0,0,0,2006
2006-05-13,Johor,1,0,1,2006
2006-05-14,Johor,20,7,13,2006
2006-05-15,Johor,21,11,10,2006
2006-05-16,Johor,40,29,11,2006
2006-05-17,Johor,18,7,11,2006
2006-05-18,Johor,12,7,5,2006
2006-05-19,Johor,25,7,18,2006
2006-05-20,Johor,0,0,0,2006
2006-05-21,Johor,89,15,74,2006
2006-05-22,Johor,35,16,19,2006
2006-05-23,Johor,67,35,32,2006
2006-05-24,Johor,51,36,15,2006
2006-05-25,Johor,64,40,24,2006
2006-05-26,Johor,66,55,11,2006
2006-05-27,Johor,3,1,2,2006
2006-05-28,Johor,149,26,123,2006
2006-05-29,Johor,61,26,35,2006
2006-05-30,Johor,67,30,37,2006
2006-05-31,Johor,5,0,5,2006
2006-06-01,Johor,4,0,4,2006
2006-06-02,Johor,1,0,1,2006
2006-06-03,Johor,0,0,0,2006
2006-06-04,Johor,1,0,1,2006
2006-06-05,Johor,5,2,3,2006
2006-06-06,Johor,34,19,15,2006
2006-06-07,Johor,49,22,27,2006
2006-06-08,Johor,24,12,12,2006
2006-06-09,Johor,16,5,11,2006
2006-06-10,Johor,0,0,0,2006
2006-06-11,Johor,90,31,59,2006
2006-06-12,Johor,6,3,3,2006
2006-06-13,Johor,13,4,9,2006
2006-06-14,Johor,28,24,4,2006
2006-06-15,Johor,32,23,9,2006
2006-06-16,Johor,22,9,13,2006
2006-06-17,Johor,61,33,28,2006
2006-06-18,Johor,1,1,0,2006
2006-06-19,Johor,38,21,17,2006
2006-06-20,Johor,57,38,19,2006
2006-06-21,Johor,13,6,7,2006
2006-06-22,Johor,26,15,11,2006
2006-06-23,Johor,16,4,12,2006
2006-06-24,Johor,1,1,0,2006
2006-06-25,Johor,0,0,0,2006
2006-06-26,Johor,28,18,10,2006
2006-06-27,Johor,27,20,7,2006
2006-06-28,Johor,11,2,9,2006
2006-06-29,Johor,16,2,14,2006
2006-06-30,Johor,3,1,2,2006
2006-07-01,Johor,1,0,1,2006
2006-07-02,Johor,0,0,0,2006
2006-07-03,Johor,36,24,12,2006
2006-07-04,Johor,63,53,10,2006
2006-07-05,Johor,51,18,33,2006
2006-07-06,Johor,8,4,4,2006
2006-07-07,Johor,28,13,15,2006
2006-07-08,Johor,27,23,4,2006
2006-07-09,Johor,16,2,14,2006
2006-07-10,Johor,58,38,20,2006
2006-07-11,Johor,52,25,27,2006
2006-07-12,Johor,28,17,11,2006
2006-07-13,Johor,4,1,3,2006
2006-07-14,Johor,34,17,17,2006
2006-07-15,Johor,19,12,7,2006
2006-07-16,Johor,111,22,89,2006
2006-07-17,Johor,61,24,37,2006
2006-07-18,Johor,27,6,21,2006
2006-07-19,Johor,16,6,10,2006
2006-07-20,Johor,11,2,9,2006
2006-07-21,Johor,5,1,4,2006
2006-07-22,Johor,1,0,1,2006
2006-07-23,Johor,126,35,91,2006
2006-07-24,Johor,20,9,11,2006
2006-07-25,Johor,7,1,6,2006
2006-07-26,Johor,86,50,36,2006
2006-07-27,Johor,30,12,18,2006
2006-07-28,Johor,17,8,9,2006
2006-07-29,Johor,0,0,0,2006
2006-07-30,Johor,0,0,0,2006
2006-07-31,Johor,9,4,5,2006
2006-08-01,Johor,1,0,1,2006
2006-08-02,Johor,5,1,4,2006
2006-08-03,Johor,8,2,6,2006
2006-08-04,Johor,23,2,21,2006
2006-08-05,Johor,38,35,3,2006
2006-08-06,Johor,2,1,1,2006
2006-08-07,Johor,15,6,9,2006
2006-08-08,Johor,22,6,16,2006
2006-08-09,Johor,16,7,9,2006
2006-08-10,Johor,21,14,7,2006
2006-08-11,Johor,46,29,17,2006
2006-08-12,Johor,1,0,1,2006
2006-08-13,Johor,42,15,27,2006
2006-08-14,Johor,56,27,29,2006
2006-08-15,Johor,17,7,10,2006
2006-08-16,Johor,2,1,1,2006
2006-08-17,Johor,1,0,1,2006
2006-08-18,Johor,1,0,1,2006
2006-08-19,Johor,0,0,0,2006
2006-08-20,Johor,0,0,0,2006
2006-08-21,Johor,5,1,4,2006
2006-08-22,Johor,16,4,12,2006
2006-08-23,Johor,4,1,3,2006
2006-08-24,Johor,6,4,2,2006
2006-08-25,Johor,4,0,4,2006
2006-08-26,Johor,1,1,0,2006
2006-08-27,Johor,67,13,54,2006
2006-08-28,Johor,25,15,10,2006
2006-08-29,Johor,0,0,0,2006
2006-08-30,Johor,12,2,10,2006
2006-08-31,Johor,106,25,81,2006
2006-09-01,Johor,4,0,4,2006
2006-09-02,Johor,2,0,2,2006
2006-09-03,Johor,156,68,88,2006
2006-09-04,Johor,12,3,9,2006
2006-09-05,Johor,18,5,13,2006
2006-09-06,Johor,7,3,4,2006
2006-09-07,Johor,4,1,3,2006
2006-09-08,Johor,2,0,2,2006
2006-09-09,Johor,46,6,40,2006
2006-09-10,Johor,48,18,30,2006
2006-09-11,Johor,21,6,15,2006
2006-09-12,Johor,40,12,28,2006
2006-09-13,Johor,5,1,4,2006
2006-09-14,Johor,4,0,4,2006
2006-09-15,Johor,5,0,5,2006
2006-09-16,Johor,19,15,4,2006
2006-09-17,Johor,36,9,27,2006
2006-09-18,Johor,5,0,5,2006
2006-09-19,Johor,4,0,4,2006
2006-09-20,Johor,6,1,5,2006
2006-09-21,Johor,7,1,6,2006
2006-09-22,Johor,8,2,6,2006
2006-09-23,Johor,41,15,26,2006
2006-09-24,Johor,1,0,1,2006
2006-09-25,Johor,2,0,2,2006
2006-09-26,Johor,22,13,9,2006
2006-09-27,Johor,8,3,5,2006
2006-09-28,Johor,1,1,0,2006
2006-09-29,Johor,3,2,1,2006
2006-09-30,Johor,1,1,0,2006
2006-10-01,Johor,0,0,0,2006
2006-10-02,Johor,2,0,2,2006
2006-10-03,Johor,13,2,11,2006
2006-10-04,Johor,6,2,4,2006
2006-10-05,Johor,4,1,3,2006
2006-10-06,Johor,14,3,11,2006
2006-10-07,Johor,1,0,1,2006
2006-10-08,Johor,66,18,48,2006
2006-10-09,Johor,6,1,5,2006
2006-10-10,Johor,9,4,5,2006
2006-10-11,Johor,2,0,2,2006
2006-10-12,Johor,5,1,4,2006
2006-10-13,Johor,2,0,2,2006
2006-10-14,Johor,2,0,2,2006
2006-10-15,Johor,108,13,95,2006
2006-10-16,Johor,3,2,1,2006
2006-10-17,Johor,1,1,0,2006
2006-10-18,Johor,16,2,14,2006
2006-10-19,Johor,11,6,5,2006
2006-10-20,Johor,1,0,1,2006
2006-10-21,Johor,1,1,0,2006
2006-10-22,Johor,0,0,0,2006
2006-10-23,Johor,1,0,1,2006
2006-10-24,Johor,1,0,1,2006
2006-10-25,Johor,0,0,0,2006
2006-10-26,Johor,2,1,1,2006
2006-10-27,Johor,4,0,4,2006
2006-10-28,Johor,0,0,0,2006
2006-10-29,Johor,2,1,1,2006
2006-10-30,Johor,8,1,7,2006
2006-10-31,Johor,13,4,9,2006
2006-11-01,Johor,4,1,3,2006
2006-11-02,Johor,2,0,2,2006
2006-11-03,Johor,2,0,2,2006
2006-11-04,Johor,2,1,1,2006
2006-11-05,Johor,44,15,29,2006
2006-11-06,Johor,5,2,3,2006
2006-11-07,Johor,7,3,4,2006
2006-11-08,Johor,12,1,11,2006
2006-11-09,Johor,8,3,5,2006
2006-11-10,Johor,14,4,10,2006
2006-11-11,Johor,1,0,1,2006
2006-11-12,Johor,78,18,60,2006
2006-11-13,Johor,13,3,10,2006
2006-11-14,Johor,9,4,5,2006
2006-11-15,Johor,4,0,4,2006
2006-11-16,Johor,5,0,5,2006
2006-11-17,Johor,1,0,1,2006
2006-11-18,Johor,12,5,7,2006
2006-11-19,Johor,0,0,0,2006
2006-11-20,Johor,8,0,8,2006
2006-11-21,Johor,1,0,1,2006
2006-11-22,Johor,5,0,5,2006
2006-11-23,Johor,9,1,8,2006
2006-11-24,Johor,3,0,3,2006
2006-11-25,Johor,1,0,1,2006
2006-11-26,Johor,142,26,116,2006
2006-11-27,Johor,5,0,5,2006
2006-11-28,Johor,8,3,5,2006
2006-11-29,Johor,4,1,3,2006
2006-11-30,Johor,68,35,33,2006
2006-12-01,Johor,6,1,5,2006
2006-12-02,Johor,42,16,26,2006
2006-12-03,Johor,1,0,1,2006
2006-12-04,Johor,4,0,4,2006
2006-12-05,Johor,10,4,6,2006
2006-12-06,Johor,12,6,6,2006
2006-12-07,Johor,8,2,6,2006
2006-12-08,Johor,5,0,5,2006
2006-12-09,Johor,3,3,0,2006
2006-12-10,Johor,80,11,69,2006
2006-12-11,Johor,4,0,4,2006
2006-12-12,Johor,5,1,4,2006
2006-12-13,Johor,4,0,4,2006
2006-12-14,Johor,8,1,7,2006
2006-12-15,Johor,6,1,5,2006
2006-12-16,Johor,56,22,34,2006
2006-12-17,Johor,1,0,1,2006
2006-12-18,Johor,4,0,4,2006
2006-12-19,Johor,2,1,1,2006
2006-12-20,Johor,6,0,6,2006
2006-12-21,Johor,38,24,14,2006
2006-12-22,Johor,7,3,4,2006
2006-12-23,Johor,0,0,0,2006
2006-12-24,Johor,3,0,3,2006
2006-12-25,Johor,0,0,0,2006
2006-12-26,Johor,6,0,6,2006
2006-12-27,Johor,52,10,42,2006
2006-12-28,Johor,7,0,7,2006
2006-12-29,Johor,8,2,6,2006
2006-12-30,Johor,1,0,1,2006
2006-12-31,Johor,1,0,1,2006
2007-01-01,Johor,0,0,0,2007
2007-01-02,Johor,7,1,6,2007
2007-01-03,Johor,5,0,5,2007
2007-01-04,Johor,4,1,3,2007
2007-01-05,Johor,8,2,6,2007
2007-01-06,Johor,0,0,0,2007
2007-01-07,Johor,0,0,0,2007
2007-01-08,Johor,9,4,5,2007
2007-01-09,Johor,3,1,2,2007
2007-01-10,Johor,7,1,6,2007
2007-01-11,Johor,1,0,1,2007
2007-01-12,Johor,3,1,2,2007
2007-01-13,Johor,2,0,2,2007
2007-01-14,Johor,39,5,34,2007
2007-01-15,Johor,9,2,7,2007
2007-01-16,Johor,2,1,1,2007
2007-01-17,Johor,6,1,5,2007
2007-01-18,Johor,6,0,6,2007
2007-01-19,Johor,5,0,5,2007
2007-01-20,Johor,0,0,0,2007
2007-01-21,Johor,85,49,36,2007
2007-01-22,Johor,1,0,1,2007
2007-01-23,Johor,69,56,13,2007
2007-01-24,Johor,3,2,1,2007
2007-01-25,Johor,2,0,2,2007
2007-01-26,Johor,5,3,2,2007
2007-01-27,Johor,1,1,0,2007
2007-01-28,Johor,0,0,0,2007
2007-01-29,Johor,10,0,10,2007
2007-01-30,Johor,29,16,13,2007
2007-01-31,Johor,5,1,4,2007
2007-02-01,Johor,2,0,2,2007
2007-02-02,Johor,8,1,7,2007
2007-02-03,Johor,1,0,1,2007
2007-02-04,Johor,70,16,54,2007
2007-02-05,Johor,2,0,2,2007
2007-02-06,Johor,5,1,4,2007
2007-02-07,Johor,5,2,3,2007
2007-02-08,Johor,4,1,3,2007
2007-02-09,Johor,4,0,4,2007
2007-02-10,Johor,74,34,40,2007
2007-02-11,Johor,96,59,37,2007
2007-02-12,Johor,3,0,3,2007
2007-02-13,Johor,8,4,4,2007
2007-02-14,Johor,22,5,17,2007
2007-02-15,Johor,58,44,14,2007
2007-02-16,Johor,13,6,7,2007
2007-02-17,Johor,1,0,1,2007
2007-02-18,Johor,0,0,0,2007
2007-02-19,Johor,0,0,0,2007
2007-02-20,Johor,0,0,0,2007
2007-02-21,Johor,12,3,9,2007
2007-02-22,Johor,8,0,8,2007
2007-02-23,Johor,5,2,3,2007
2007-02-24,Johor,71,63,8,2007
2007-02-25,Johor,30,3,27,2007
2007-02-26,Johor,6,2,4,2007
2007-02-27,Johor,0,0,0,2007
2007-02-28,Johor,8,5,3,2007
2007-03-01,Johor,13,6,7,2007
2007-03-02,Johor,4,0,4,2007
2007-03-03,Johor,1,1,0,2007
2007-03-04,Johor,41,23,18,2007
2007-03-05,Johor,5,1,4,2007
2007-03-06,Johor,6,4,2,2007
2007-03-07,Johor,54,21,33,2007
2007-03-08,Johor,8,0,8,2007
2007-03-09,Johor,8,4,4,2007
2007-03-10,Johor,20,4,16,2007
2007-03-11,Johor,5,2,3,2007
2007-03-12,Johor,9,1,8,2007
2007-03-13,Johor,6,2,4,2007
2007-03-14,Johor,6,1,5,2007
2007-03-15,Johor,10,2,8,2007
2007-03-16,Johor,22,4,18,2007
2007-03-17,Johor,0,0,0,2007
2007-03-18,Johor,1,0,1,2007
2007-03-19,Johor,2,2,0,2007
2007-03-20,Johor,4,0,4,2007
2007-03-21,Johor,5,0,5,2007
2007-03-22,Johor,8,1,7,2007
2007-03-23,Johor,6,1,5,2007
2007-03-24,Johor,5,1,4,2007
2007-03-25,Johor,158,38,120,2007
2007-03-26,Johor,15,2,13,2007
2007-03-27,Johor,6,0,6,2007
2007-03-28,Johor,3,2,1,2007
2007-03-29,Johor,5,1,4,2007
2007-03-30,Johor,3,1,2,2007
2007-03-31,Johor,2,1,1,2007
2007-04-01,Johor,25,16,9,2007
2007-04-02,Johor,5,3,2,2007
2007-04-03,Johor,1,0,1,2007
2007-04-04,Johor,8,2,6,2007
2007-04-05,Johor,7,2,5,2007
2007-04-06,Johor,5,0,5,2007
2007-04-07,Johor,3,0,3,2007
2007-04-08,Johor,37,11,26,2007
2007-04-09,Johor,1,1,0,2007
2007-04-10,Johor,7,2,5,2007
2007-04-11,Johor,1,0,1,2007
2007-04-12,Johor,3,0,3,2007
2007-04-13,Johor,3,1,2,2007
2007-04-14,Johor,89,39,50,2007
2007-04-15,Johor,0,0,0,2007
2007-04-16,Johor,11,3,8,2007
2007-04-17,Johor,7,0,7,2007
2007-04-18,Johor,5,2,3,2007
2007-04-19,Johor,17,4,13,2007
2007-04-20,Johor,5,2,3,2007
2007-04-21,Johor,0,0,0,2007
2007-04-22,Johor,103,20,83,2007
2007-04-23,Johor,4,1,3,2007
2007-04-24,Johor,5,4,1,2007
2007-04-25,Johor,13,0,13,2007
2007-04-26,Johor,1,0,1,2007
2007-04-27,Johor,7,1,6,2007
2007-04-28,Johor,4,1,3,2007
2007-04-29,Johor,91,30,61,2007
2007-04-30,Johor,9,1,8,2007
2007-05-01,Johor,0,0,0,2007
2007-05-02,Johor,1,1,0,2007
2007-05-03,Johor,8,1,7,2007
2007-05-04,Johor,36,13,23,2007
2007-05-05,Johor,2,1,1,2007
2007-05-06,Johor,3,1,2,2007
2007-05-07,Johor,2,0,2,2007
2007-05-08,Johor,9,3,6,2007
2007-05-09,Johor,5,0,5,2007
2007-05-10,Johor,37,13,24,2007
2007-05-11,Johor,4,0,4,2007
2007-05-12,Johor,8,0,8,2007
2007-05-13,Johor,114,15,99,2007
2007-05-14,Johor,6,2,4,2007
2007-05-15,Johor,5,0,5,2007
2007-05-16,Johor,4,0,4,2007
2007-05-17,Johor,6,1,5,2007
2007-05-18,Johor,4,0,4,2007
2007-05-19,Johor,80,78,2,2007
2007-05-20,Johor,90,14,76,2007
2007-05-21,Johor,2,0,2,2007
2007-05-22,Johor,1,0,1,2007
2007-05-23,Johor,7,0,7,2007
2007-05-24,Johor,69,16,53,2007
2007-05-25,Johor,4,2,2,2007
2007-05-26,Johor,0,0,0,2007
2007-05-27,Johor,16,6,10,2007
2007-05-28,Johor,3,0,3,2007
2007-05-29,Johor,1,0,1,2007
2007-05-30,Johor,3,0,3,2007
2007-05-31,Johor,2,1,1,2007
2007-06-01,Johor,0,0,0,2007
2007-06-02,Johor,2,0,2,2007
2007-06-03,Johor,120,35,85,2007
2007-06-04,Johor,1,0,1,2007
2007-06-05,Johor,8,2,6,2007
2007-06-06,Johor,6,2,4,2007
2007-06-07,Johor,9,0,9,2007
2007-06-08,Johor,4,0,4,2007
2007-06-09,Johor,0,0,0,2007
2007-06-10,Johor,84,6,78,2007
2007-06-11,Johor,7,0,7,2007
2007-06-12,Johor,4,0,4,2007
2007-06-13,Johor,2,1,1,2007
2007-06-14,Johor,5,1,4,2007
2007-06-15,Johor,2,0,2,2007
2007-06-16,Johor,6,3,3,2007
2007-06-17,Johor,92,27,65,2007
2007-06-18,Johor,8,3,5,2007
2007-06-19,Johor,2,0,2,2007
2007-06-20,Johor,2,0,2,2007
2007-06-21,Johor,3,0,3,2007
2007-06-22,Johor,7,3,4,2007
2007-06-23,Johor,18,3,15,2007
2007-06-24,Johor,24,19,5,2007
2007-06-25,Johor,20,8,12,2007
2007-06-26,Johor,16,11,5,2007
2007-06-27,Johor,3,1,2,2007
2007-06-28,Johor,4,3,1,2007
2007-06-29,Johor,21,5,16,2007
2007-06-30,Johor,1,0,1,2007
2007-07-01,Johor,2,1,1,2007
2007-07-02,Johor,12,3,9,2007
2007-07-03,Johor,34,22,12,2007
2007-07-04,Johor,3,1,2,2007
2007-07-05,Johor,4,0,4,2007
2007-07-06,Johor,3,0,3,2007
2007-07-07,Johor,3,1,2,2007
2007-07-08,Johor,12,5,7,2007
2007-07-09,Johor,6,3,3,2007
2007-07-10,Johor,4,0,4,2007
2007-07-11,Johor,13,10,3,2007
2007-07-12,Johor,17,9,8,2007
2007-07-13,Johor,10,7,3,2007
2007-07-14,Johor,0,0,0,2007
2007-07-15,Johor,0,0,0,2007
2007-07-16,Johor,13,12,1,2007
2007-07-17,Johor,20,15,5,2007
2007-07-18,Johor,15,11,4,2007
2007-07-19,Johor,14,9,5,2007
2007-07-20,Johor,6,2,4,2007
2007-07-21,Johor,0,0,0,2007
2007-07-22,Johor,112,20,92,2007
2007-07-23,Johor,6,1,5,2007
2007-07-24,Johor,4,0,4,2007
2007-07-25,Johor,3,2,1,2007
2007-07-26,Johor,4,0,4,2007
2007-07-27,Johor,6,0,6,2007
2007-07-28,Johor,64,28,36,2007
2007-07-29,Johor,0,0,0,2007
2007-07-30,Johor,4,0,4,2007
2007-07-31,Johor,5,2,3,2007
2007-08-01,Johor,7,2,5,2007
2007-08-02,Johor,8,5,3,2007
2007-08-03,Johor,7,4,3,2007
2007-08-04,Johor,2,1,1,2007
2007-08-05,Johor,103,24,79,2007
2007-08-06,Johor,23,19,4,2007
2007-08-07,Johor,21,15,6,2007
2007-08-08,Johor,54,40,14,2007
2007-08-09,Johor,28,24,4,2007
2007-08-10,Johor,8,3,5,2007
2007-08-11,Johor,1,1,0,2007
2007-08-12,Johor,94,17,77,2007
2007-08-13,Johor,25,23,2,2007
2007-08-14,Johor,11,8,3,2007
2007-08-15,Johor,11,6,5,2007
2007-08-16,Johor,59,13,46,2007
2007-08-17,Johor,26,17,9,2007
2007-08-18,Johor,2,2,0,2007
2007-08-19,Johor,1,0,1,2007
2007-08-20,Johor,24,19,5,2007
2007-08-21,Johor,22,16,6,2007
2007-08-22,Johor,56,53,3,2007
2007-08-23,Johor,15,6,9,2007
2007-08-24,Johor,18,12,6,2007
2007-08-25,Johor,0,0,0,2007
2007-08-26,Johor,34,8,26,2007
2007-08-27,Johor,15,11,4,2007
2007-08-28,Johor,12,12,0,2007
2007-08-29,Johor,13,6,7,2007
2007-08-30,Johor,16,10,6,2007
2007-08-31,Johor,141,32,109,2007
2007-09-01,Johor,1,0,1,2007
2007-09-02,Johor,116,23,93,2007
2007-09-03,Johor,17,11,6,2007
2007-09-04,Johor,6,3,3,2007
2007-09-05,Johor,10,7,3,2007
2007-09-06,Johor,25,11,14,2007
2007-09-07,Johor,4,2,2,2007
2007-09-08,Johor,1,0,1,2007
2007-09-09,Johor,53,19,34,2007
2007-09-10,Johor,28,18,10,2007
2007-09-11,Johor,17,10,7,2007
2007-09-12,Johor,19,13,6,2007
2007-09-13,Johor,0,0,0,2007
2007-09-14,Johor,3,1,2,2007
2007-09-15,Johor,0,0,0,2007
2007-09-16,Johor,0,0,0,2007
2007-09-17,Johor,17,13,4,2007
2007-09-18,Johor,18,15,3,2007
2007-09-19,Johor,11,9,2,2007
2007-09-20,Johor,16,12,4,2007
2007-09-21,Johor,9,7,2,2007
2007-09-22,Johor,0,0,0,2007
2007-09-23,Johor,42,10,32,2007
2007-09-24,Johor,6,4,2,2007
2007-09-25,Johor,14,10,4,2007
2007-09-26,Johor,14,10,4,2007
2007-09-27,Johor,4,3,1,2007
2007-09-28,Johor,10,6,4,2007
2007-09-29,Johor,24,21,3,2007
2007-09-30,Johor,115,45,70,2007
2007-10-01,Johor,18,9,9,2007
2007-10-02,Johor,12,7,5,2007
2007-10-03,Johor,20,12,8,2007
2007-10-04,Johor,31,15,16,2007
2007-10-05,Johor,15,14,1,2007
2007-10-06,Johor,1,0,1,2007
2007-10-07,Johor,16,3,13,2007
2007-10-08,Johor,19,13,6,2007
2007-10-09,Johor,12,6,6,2007
2007-10-10,Johor,65,47,18,2007
2007-10-11,Johor,30,21,9,2007
2007-10-12,Johor,9,5,4,2007
2007-10-13,Johor,0,0,0,2007
2007-10-14,Johor,1,0,1,2007
2007-10-15,Johor,0,0,0,2007
2007-10-16,Johor,35,28,7,2007
2007-10-17,Johor,46,32,14,2007
2007-10-18,Johor,50,36,14,2007
2007-10-19,Johor,27,13,14,2007
2007-10-20,Johor,0,0,0,2007
2007-10-21,Johor,89,13,76,2007
2007-10-22,Johor,43,30,13,2007
2007-10-23,Johor,24,13,11,2007
2007-10-24,Johor,26,20,6,2007
2007-10-25,Johor,26,17,9,2007
2007-10-26,Johor,15,10,5,2007
2007-10-27,Johor,0,0,0,2007
2007-10-28,Johor,99,24,75,2007
2007-10-29,Johor,22,13,9,2007
2007-10-30,Johor,19,14,5,2007
2007-10-31,Johor,13,8,5,2007
2007-11-01,Johor,15,9,6,2007
2007-11-02,Johor,20,10,10,2007
2007-11-03,Johor,12,4,8,2007
2007-11-04,Johor,99,15,84,2007
2007-11-05,Johor,24,18,6,2007
2007-11-06,Johor,29,18,11,2007
2007-11-07,Johor,18,12,6,2007
2007-11-08,Johor,0,0,0,2007
2007-11-09,Johor,26,8,18,2007
2007-11-10,Johor,1,1,0,2007
2007-11-11,Johor,0,0,0,2007
2007-11-12,Johor,17,12,5,2007
2007-11-13,Johor,14,9,5,2007
2007-11-14,Johor,21,16,5,2007
2007-11-15,Johor,22,18,4,2007
2007-11-16,Johor,26,18,8,2007
2007-11-17,Johor,55,29,26,2007
2007-11-18,Johor,1,0,1,2007
2007-11-19,Johor,47,32,15,2007
2007-11-20,Johor,25,12,13,2007
2007-11-21,Johor,19,11,8,2007
2007-11-22,Johor,16,12,4,2007
2007-11-23,Johor,23,15,8,2007
2007-11-24,Johor,1,1,0,2007
2007-11-25,Johor,128,31,97,2007
2007-11-26,Johor,22,9,13,2007
2007-11-27,Johor,12,8,4,2007
2007-11-28,Johor,7,2,5,2007
2007-11-29,Johor,3,0,3,2007
2007-11-30,Johor,8,2,6,2007
