date,state,daily,donations_new,donations_returning,year
2022-02-12,Perak,129,20,109,2022
2022-02-13,Perak,217,40,177,2022
2022-02-14,Perak,45,5,40,2022
2022-02-15,Perak,96,20,76,2022
2022-02-16,Perak,79,12,67,2022
2022-02-17,Perak,69,11,58,2022
2022-02-18,Perak,132,27,105,2022
2022-02-19,Perak,209,54,155,2022
2022-02-20,Perak,289,53,236,2022
2022-02-21,Perak,54,5,49,2022
2022-02-22,Perak,97,23,74,2022
2022-02-23,Perak,78,18,60,2022
2022-02-24,Perak,119,29,90,2022
2022-02-25,Perak,64,10,54,2022
2022-02-26,Perak,153,21,132,2022
2022-02-27,Perak,244,44,200,2022
2022-02-28,Perak,91,10,81,2022
2022-03-01,Perak,115,17,98,2022
2022-03-02,Perak,120,26,94,2022
2022-03-03,Perak,81,20,61,2022
2022-03-04,Perak,80,7,73,2022
2022-03-05,Perak,128,17,111,2022
2022-03-06,Perak,260,39,221,2022
2022-03-07,Perak,59,11,48,2022
2022-03-08,Perak,85,10,75,2022
2022-03-09,Perak,76,14,62,2022
2022-03-10,Perak,108,20,88,2022
2022-03-11,Perak,68,5,63,2022
2022-03-12,Perak,170,28,142,2022
2022-03-13,Perak,214,31,183,2022
2022-03-14,Perak,67,13,54,2022
2022-03-15,Perak,241,89,152,2022
2022-03-16,Perak,66,6,60,2022
2022-03-17,Perak,173,56,117,2022
2022-03-18,Perak,80,5,75,2022
2022-03-19,Perak,109,12,97,2022
2022-03-20,Perak,197,21,176,2022
2022-03-21,Perak,69,14,55,2022
2022-03-22,Perak,96,21,75,2022
2022-03-23,Perak,93,33,60,2022
2022-03-24,Perak,127,32,95,2022
2022-03-25,Perak,97,23,74,2022
2022-03-26,Perak,169,27,142,2022
2022-03-27,Perak,241,45,196,2022
2022-03-28,Perak,151,21,130,2022
2022-03-29,Perak,95,16,79,2022
2022-03-30,Perak,206,53,153,2022
2022-03-31,Perak,181,60,121,2022
2022-04-01,Perak,253,158,95,2022
2022-04-02,Perak,208,47,161,2022
2022-04-03,Perak,117,27,90,2022
2022-04-04,Perak,30,9,21,2022
2022-04-05,Perak,121,35,86,2022
2022-04-06,Perak,164,64,100,2022
2022-04-07,Perak,157,58,99,2022
2022-04-08,Perak,158,54,104,2022
2022-04-09,Perak,114,17,97,2022
2022-04-10,Perak,262,46,216,2022
2022-04-11,Perak,41,4,37,2022
2022-04-12,Perak,75,12,63,2022
2022-04-13,Perak,60,14,46,2022
2022-04-14,Perak,87,7,80,2022
2022-04-15,Perak,88,15,73,2022
2022-04-16,Perak,72,8,64,2022
2022-04-17,Perak,163,34,129,2022
2022-04-18,Perak,71,9,62,2022
2022-04-19,Perak,127,21,106,2022
2022-04-20,Perak,68,5,63,2022
2022-04-21,Perak,170,54,116,2022
2022-04-22,Perak,92,14,78,2022
2022-04-23,Perak,106,22,84,2022
2022-04-24,Perak,268,43,225,2022
2022-04-25,Perak,204,71,133,2022
2022-04-26,Perak,112,19,93,2022
2022-04-27,Perak,99,12,87,2022
2022-04-28,Perak,105,12,93,2022
2022-04-29,Perak,56,4,52,2022
2022-04-30,Perak,251,170,81,2022
2022-05-01,Perak,276,54,222,2022
2022-05-02,Perak,0,0,0,2022
2022-05-03,Perak,3,0,3,2022
2022-05-04,Perak,21,1,20,2022
2022-05-05,Perak,56,9,47,2022
2022-05-06,Perak,83,13,70,2022
2022-05-07,Perak,134,33,101,2022
2022-05-08,Perak,230,33,197,2022
2022-05-09,Perak,39,5,34,2022
2022-05-10,Perak,214,114,100,2022
2022-05-11,Perak,154,53,101,2022
2022-05-12,Perak,105,13,92,2022
2022-05-13,Perak,16,0,16,2022
2022-05-14,Perak,116,34,82,2022
2022-05-15,Perak,199,39,160,2022
2022-05-16,Perak,97,21,76,2022
2022-05-17,Perak,85,9,76,2022
2022-05-18,Perak,108,18,90,2022
2022-05-19,Perak,111,28,83,2022
2022-05-20,Perak,77,25,52,2022
2022-05-21,Perak,162,51,111,2022
2022-05-22,Perak,295,92,203,2022
2022-05-23,Perak,204,56,148,2022
2022-05-24,Perak,118,29,89,2022
2022-05-25,Perak,170,43,127,2022
2022-05-26,Perak,116,47,69,2022
2022-05-27,Perak,107,47,60,2022
2022-05-28,Perak,101,16,85,2022
2022-05-29,Perak,183,32,151,2022
2022-05-30,Perak,59,5,54,2022
2022-05-31,Perak,150,38,112,2022
2022-06-01,Perak,186,91,95,2022
2022-06-02,Perak,162,62,100,2022
2022-06-03,Perak,87,30,57,2022
2022-06-04,Perak,124,18,106,2022
2022-06-05,Perak,321,68,253,2022
2022-06-06,Perak,205,47,158,2022
2022-06-07,Perak,54,8,46,2022
2022-06-08,Perak,142,28,114,2022
2022-06-09,Perak,128,30,98,2022
2022-06-10,Perak,123,26,97,2022
2022-06-11,Perak,96,15,81,2022
2022-06-12,Perak,236,39,197,2022
2022-06-13,Perak,60,6,54,2022
2022-06-14,Perak,253,38,215,2022
2022-06-15,Perak,124,27,97,2022
2022-06-16,Perak,159,41,118,2022
2022-06-17,Perak,81,6,75,2022
2022-06-18,Perak,98,28,70,2022
2022-06-19,Perak,284,77,207,2022
2022-06-20,Perak,91,33,58,2022
2022-06-21,Perak,163,49,114,2022
2022-06-22,Perak,166,59,107,2022
2022-06-23,Perak,190,76,114,2022
2022-06-24,Perak,54,11,43,2022
2022-06-25,Perak,144,28,116,2022
2022-06-26,Perak,310,53,257,2022
2022-06-27,Perak,104,42,62,2022
2022-06-28,Perak,74,8,66,2022
2022-06-29,Perak,142,36,106,2022
2022-06-30,Perak,76,20,56,2022
2022-07-01,Perak,70,9,61,2022
2022-07-02,Perak,101,16,85,2022
2022-07-03,Perak,326,42,284,2022
2022-07-04,Perak,71,16,55,2022
2022-07-05,Perak,144,18,126,2022
2022-07-06,Perak,182,43,139,2022
2022-07-07,Perak,91,18,73,2022
2022-07-08,Perak,132,55,77,2022
2022-07-09,Perak,56,6,50,2022
2022-07-10,Perak,0,0,0,2022
2022-07-11,Perak,52,5,47,2022
2022-07-12,Perak,88,17,71,2022
2022-07-13,Perak,116,32,84,2022
2022-07-14,Perak,195,123,72,2022
2022-07-15,Perak,125,64,61,2022
2022-07-16,Perak,139,15,124,2022
2022-07-17,Perak,439,75,364,2022
2022-07-18,Perak,92,18,74,2022
2022-07-19,Perak,235,79,156,2022
2022-07-20,Perak,136,60,76,2022
2022-07-21,Perak,178,51,127,2022
2022-07-22,Perak,62,4,58,2022
2022-07-23,Perak,129,20,109,2022
2022-07-24,Perak,289,75,214,2022
2022-07-25,Perak,50,15,35,2022
2022-07-26,Perak,186,61,125,2022
2022-07-27,Perak,159,81,78,2022
2022-07-28,Perak,146,76,70,2022
2022-07-29,Perak,30,3,27,2022
2022-07-30,Perak,174,30,144,2022
2022-07-31,Perak,213,48,165,2022
2022-08-01,Perak,45,1,44,2022
2022-08-02,Perak,49,10,39,2022
2022-08-03,Perak,72,6,66,2022
2022-08-04,Perak,128,28,100,2022
2022-08-05,Perak,66,18,48,2022
2022-08-06,Perak,94,20,74,2022
2022-08-07,Perak,239,83,156,2022
2022-08-08,Perak,50,9,41,2022
2022-08-09,Perak,51,8,43,2022
2022-08-10,Perak,88,41,47,2022
2022-08-11,Perak,147,27,120,2022
2022-08-12,Perak,68,9,59,2022
2022-08-13,Perak,11,9,2,2022
2022-08-14,Perak,207,45,162,2022
2022-08-15,Perak,36,4,32,2022
2022-08-16,Perak,230,102,128,2022
2022-08-17,Perak,124,79,45,2022
2022-08-18,Perak,138,81,57,2022
2022-08-19,Perak,44,1,43,2022
2022-08-20,Perak,188,49,139,2022
2022-08-21,Perak,254,48,206,2022
2022-08-22,Perak,40,4,36,2022
2022-08-23,Perak,178,50,128,2022
2022-08-24,Perak,89,30,59,2022
2022-08-25,Perak,145,61,84,2022
2022-08-26,Perak,56,19,37,2022
2022-08-27,Perak,198,54,144,2022
2022-08-28,Perak,194,35,159,2022
2022-08-29,Perak,68,8,60,2022
2022-08-30,Perak,65,8,57,2022
2022-08-31,Perak,349,59,290,2022
2022-09-01,Perak,50,9,41,2022
2022-09-02,Perak,130,42,88,2022
2022-09-03,Perak,114,24,90,2022
2022-09-04,Perak,133,29,104,2022
2022-09-05,Perak,74,8,66,2022
2022-09-06,Perak,125,41,84,2022
2022-09-07,Perak,116,18,98,2022
2022-09-08,Perak,67,6,61,2022
2022-09-09,Perak,55,9,46,2022
2022-09-10,Perak,139,33,106,2022
2022-09-11,Perak,189,40,149,2022
2022-09-12,Perak,119,43,76,2022
2022-09-13,Perak,88,12,76,2022
2022-09-14,Perak,75,6,69,2022
2022-09-15,Perak,126,89,37,2022
2022-09-16,Perak,253,97,156,2022
2022-09-17,Perak,269,52,217,2022
2022-09-18,Perak,327,61,266,2022
2022-09-19,Perak,46,4,42,2022
2022-09-20,Perak,61,12,49,2022
2022-09-21,Perak,139,78,61,2022
2022-09-22,Perak,145,27,118,2022
2022-09-23,Perak,64,8,56,2022
2022-09-24,Perak,89,43,46,2022
2022-09-25,Perak,217,45,172,2022
2022-09-26,Perak,81,1,80,2022
2022-09-27,Perak,125,12,113,2022
2022-09-28,Perak,182,131,51,2022
2022-09-29,Perak,137,30,107,2022
2022-09-30,Perak,67,19,48,2022
2022-10-01,Perak,157,64,93,2022
2022-10-02,Perak,226,29,197,2022
2022-10-03,Perak,102,10,92,2022
2022-10-04,Perak,176,54,122,2022
2022-10-05,Perak,98,32,66,2022
2022-10-06,Perak,219,84,135,2022
2022-10-07,Perak,78,7,71,2022
2022-10-08,Perak,147,29,118,2022
2022-10-09,Perak,128,23,105,2022
2022-10-10,Perak,76,15,61,2022
2022-10-11,Perak,107,39,68,2022
2022-10-12,Perak,120,25,95,2022
2022-10-13,Perak,140,35,105,2022
2022-10-14,Perak,124,44,80,2022
2022-10-15,Perak,142,42,100,2022
2022-10-16,Perak,212,27,185,2022
2022-10-17,Perak,83,8,75,2022
2022-10-18,Perak,96,17,79,2022
2022-10-19,Perak,90,10,80,2022
2022-10-20,Perak,181,37,144,2022
2022-10-21,Perak,45,3,42,2022
2022-10-22,Perak,165,16,149,2022
2022-10-23,Perak,291,45,246,2022
2022-10-24,Perak,95,12,83,2022
2022-10-25,Perak,168,46,122,2022
2022-10-26,Perak,126,20,106,2022
2022-10-27,Perak,62,5,57,2022
2022-10-28,Perak,70,10,60,2022
2022-10-29,Perak,122,30,92,2022
2022-10-30,Perak,166,16,150,2022
2022-10-31,Perak,25,2,23,2022
2022-11-01,Perak,129,41,88,2022
2022-11-02,Perak,181,65,116,2022
2022-11-03,Perak,179,56,123,2022
2022-11-04,Perak,131,23,108,2022
2022-11-05,Perak,76,17,59,2022
2022-11-06,Perak,182,19,163,2022
2022-11-07,Perak,123,30,93,2022
2022-11-08,Perak,124,21,103,2022
2022-11-09,Perak,47,4,43,2022
2022-11-10,Perak,128,37,91,2022
2022-11-11,Perak,126,55,71,2022
2022-11-12,Perak,116,17,99,2022
2022-11-13,Perak,169,14,155,2022
2022-11-14,Perak,91,19,72,2022
2022-11-15,Perak,120,16,104,2022
2022-11-16,Perak,55,12,43,2022
2022-11-17,Perak,88,11,77,2022
2022-11-18,Perak,87,13,74,2022
2022-11-19,Perak,0,0,0,2022
2022-11-20,Perak,126,30,96,2022
2022-11-21,Perak,90,10,80,2022
2022-11-22,Perak,79,13,66,2022
2022-11-23,Perak,92,18,74,2022
2022-11-24,Perak,51,9,42,2022
2022-11-25,Perak,62,5,57,2022
2022-11-26,Perak,124,33,91,2022
2022-11-27,Perak,162,23,139,2022
2022-11-28,Perak,120,22,98,2022
2022-11-29,Perak,83,16,67,2022
2022-11-30,Perak,54,4,50,2022
2022-12-01,Perak,75,11,64,2022
2022-12-02,Perak,58,8,50,2022
2022-12-03,Perak,124,21,103,2022
2022-12-04,Perak,268,47,221,2022
2022-12-05,Perak,61,6,55,2022
2022-12-06,Perak,185,30,155,2022
2022-12-07,Perak,110,20,90,2022
2022-12-08,Perak,88,11,77,2022
2022-12-09,Perak,83,15,68,2022
2022-12-10,Perak,81,13,68,2022
2022-12-11,Perak,278,33,245,2022
2022-12-12,Perak,102,5,97,2022
2022-12-13,Perak,122,51,71,2022
2022-12-14,Perak,78,15,63,2022
2022-12-15,Perak,149,48,101,2022
2022-12-16,Perak,121,17,104,2022
2022-12-17,Perak,149,25,124,2022
2022-12-18,Perak,215,22,193,2022
2022-12-19,Perak,38,3,35,2022
2022-12-20,Perak,374,199,175,2022
2022-12-21,Perak,227,95,132,2022
2022-12-22,Perak,43,5,38,2022
2022-12-23,Perak,55,1,54,2022
2022-12-24,Perak,106,7,99,2022
2022-12-25,Perak,143,30,113,2022
2022-12-26,Perak,162,24,138,2022
2022-12-27,Perak,85,7,78,2022
2022-12-28,Perak,132,20,112,2022
2022-12-29,Perak,118,11,107,2022
2022-12-30,Perak,93,11,82,2022
2022-12-31,Perak,179,28,151,2022
2023-01-01,Perak,220,14,206,2023
2023-01-02,Perak,135,19,116,2023
2023-01-03,Perak,59,9,50,2023
2023-01-04,Perak,83,8,75,2023
2023-01-05,Perak,137,14,123,2023
2023-01-06,Perak,53,2,51,2023
2023-01-07,Perak,157,14,143,2023
2023-01-08,Perak,323,38,285,2023
2023-01-09,Perak,52,8,44,2023
2023-01-10,Perak,102,21,81,2023
2023-01-11,Perak,76,7,69,2023
2023-01-12,Perak,58,13,45,2023
2023-01-13,Perak,103,14,89,2023
2023-01-14,Perak,265,31,234,2023
2023-01-15,Perak,238,29,209,2023
2023-01-16,Perak,55,7,48,2023
2023-01-17,Perak,73,10,63,2023
2023-01-18,Perak,98,12,86,2023
2023-01-19,Perak,110,18,92,2023
2023-01-20,Perak,107,12,95,2023
2023-01-21,Perak,146,20,126,2023
2023-01-22,Perak,134,28,106,2023
2023-01-23,Perak,122,23,99,2023
2023-01-24,Perak,140,17,123,2023
2023-01-25,Perak,105,17,88,2023
2023-01-26,Perak,124,29,95,2023
2023-01-27,Perak,80,13,67,2023
2023-01-28,Perak,109,17,92,2023
2023-01-29,Perak,336,85,251,2023
2023-01-30,Perak,80,14,66,2023
2023-01-31,Perak,138,61,77,2023
2023-02-01,Perak,140,69,71,2023
2023-02-02,Perak,166,88,78,2023
2023-02-03,Perak,63,5,58,2023
2023-02-04,Perak,141,18,123,2023
2023-02-05,Perak,297,46,251,2023
2023-02-06,Perak,98,13,85,2023
2023-02-07,Perak,60,5,55,2023
2023-02-08,Perak,95,18,77,2023
2023-02-09,Perak,164,69,95,2023
2023-02-10,Perak,41,7,34,2023
2023-02-11,Perak,125,20,105,2023
2023-02-12,Perak,198,39,159,2023
2023-02-13,Perak,53,2,51,2023
2023-02-14,Perak,179,53,126,2023
2023-02-15,Perak,282,115,167,2023
2023-02-16,Perak,255,101,154,2023
2023-02-17,Perak,256,149,107,2023
2023-02-18,Perak,93,17,76,2023
2023-02-19,Perak,205,28,177,2023
2023-02-20,Perak,51,6,45,2023
2023-02-21,Perak,142,81,61,2023
2023-02-22,Perak,127,39,88,2023
2023-02-23,Perak,226,106,120,2023
2023-02-24,Perak,67,8,59,2023
2023-02-25,Perak,141,19,122,2023
2023-02-26,Perak,242,49,193,2023
2023-02-27,Perak,94,22,72,2023
2023-02-28,Perak,122,57,65,2023
2023-03-01,Perak,56,5,51,2023
2023-03-02,Perak,187,20,167,2023
2023-03-03,Perak,52,4,48,2023
2023-03-04,Perak,111,18,93,2023
2023-03-05,Perak,248,39,209,2023
2023-03-06,Perak,61,8,53,2023
2023-03-07,Perak,119,17,102,2023
2023-03-08,Perak,195,67,128,2023
2023-03-09,Perak,140,32,108,2023
2023-03-10,Perak,65,13,52,2023
2023-03-11,Perak,202,45,157,2023
2023-03-12,Perak,276,35,241,2023
2023-03-13,Perak,58,4,54,2023
2023-03-14,Perak,190,69,121,2023
2023-03-15,Perak,303,96,207,2023
2023-03-16,Perak,259,113,146,2023
2023-03-17,Perak,54,5,49,2023
2023-03-18,Perak,241,46,195,2023
2023-03-19,Perak,321,50,271,2023
2023-03-20,Perak,99,17,82,2023
2023-03-21,Perak,91,30,61,2023
2023-03-22,Perak,182,59,123,2023
2023-03-23,Perak,9,1,8,2023
2023-03-24,Perak,69,8,61,2023
2023-03-25,Perak,254,186,68,2023
2023-03-26,Perak,173,14,159,2023
2023-03-27,Perak,59,12,47,2023
2023-03-28,Perak,88,20,68,2023
2023-03-29,Perak,82,7,75,2023
2023-03-30,Perak,153,39,114,2023
2023-03-31,Perak,70,9,61,2023
2023-04-01,Perak,97,30,67,2023
2023-04-02,Perak,188,44,144,2023
2023-04-03,Perak,52,4,48,2023
2023-04-04,Perak,106,19,87,2023
2023-04-05,Perak,62,8,54,2023
2023-04-06,Perak,100,34,66,2023
2023-04-07,Perak,65,14,51,2023
2023-04-08,Perak,100,19,81,2023
2023-04-09,Perak,359,58,301,2023
2023-04-10,Perak,51,4,47,2023
2023-04-11,Perak,134,32,102,2023
2023-04-12,Perak,118,51,67,2023
2023-04-13,Perak,89,17,72,2023
2023-04-14,Perak,85,11,74,2023
2023-04-15,Perak,65,6,59,2023
2023-04-16,Perak,313,23,290,2023
2023-04-17,Perak,110,18,92,2023
2023-04-18,Perak,71,4,67,2023
2023-04-19,Perak,86,10,76,2023
2023-04-20,Perak,109,12,97,2023
2023-04-21,Perak,4,0,4,2023
2023-04-22,Perak,0,0,0,2023
2023-04-23,Perak,4,0,4,2023
2023-04-24,Perak,10,0,10,2023
2023-04-25,Perak,95,3,92,2023
2023-04-26,Perak,96,3,93,2023
2023-04-27,Perak,170,59,111,2023
2023-04-28,Perak,101,13,88,2023
2023-04-29,Perak,158,28,130,2023
2023-04-30,Perak,257,46,211,2023
2023-05-01,Perak,291,51,240,2023
2023-05-02,Perak,74,4,70,2023
2023-05-03,Perak,62,5,57,2023
2023-05-04,Perak,236,45,191,2023
2023-05-05,Perak,50,7,43,2023
2023-05-06,Perak,104,11,93,2023
2023-05-07,Perak,182,24,158,2023
2023-05-08,Perak,90,19,71,2023
2023-05-09,Perak,86,30,56,2023
2023-05-10,Perak,189,38,151,2023
2023-05-11,Perak,73,18,55,2023
2023-05-12,Perak,27,0,27,2023
2023-05-13,Perak,75,17,58,2023
2023-05-14,Perak,222,37,185,2023
2023-05-15,Perak,57,2,55,2023
2023-05-16,Perak,70,7,63,2023
2023-05-17,Perak,121,33,88,2023
2023-05-18,Perak,83,7,76,2023
2023-05-19,Perak,59,3,56,2023
2023-05-20,Perak,173,32,141,2023
2023-05-21,Perak,321,45,276,2023
2023-05-22,Perak,62,4,58,2023
2023-05-23,Perak,120,22,98,2023
2023-05-24,Perak,161,55,106,2023
2023-05-25,Perak,94,8,86,2023
2023-05-26,Perak,61,5,56,2023
2023-05-27,Perak,173,30,143,2023
2023-05-28,Perak,264,33,231,2023
2023-05-29,Perak,82,8,74,2023
2023-05-30,Perak,91,18,73,2023
2023-05-31,Perak,109,36,73,2023
2023-06-01,Perak,75,8,67,2023
2023-06-02,Perak,78,7,71,2023
2023-06-03,Perak,202,22,180,2023
2023-06-04,Perak,248,44,204,2023
2023-06-05,Perak,225,36,189,2023
2023-06-06,Perak,46,8,38,2023
2023-06-07,Perak,68,14,54,2023
2023-06-08,Perak,94,13,81,2023
2023-06-09,Perak,49,5,44,2023
2023-06-10,Perak,155,35,120,2023
2023-06-11,Perak,264,44,220,2023
2023-06-12,Perak,59,14,45,2023
2023-06-13,Perak,244,51,193,2023
2023-06-14,Perak,500,121,379,2023
2023-06-15,Perak,71,6,65,2023
2023-06-16,Perak,94,13,81,2023
2023-06-17,Perak,199,42,157,2023
2023-06-18,Perak,376,59,317,2023
2023-06-19,Perak,61,4,57,2023
2023-06-20,Perak,68,18,50,2023
2023-06-21,Perak,181,50,131,2023
2023-06-22,Perak,124,24,100,2023
2023-06-23,Perak,67,9,58,2023
2023-06-24,Perak,333,128,205,2023
2023-06-25,Perak,286,59,227,2023
2023-06-26,Perak,125,31,94,2023
2023-06-27,Perak,93,16,77,2023
2023-06-28,Perak,60,8,52,2023
2023-06-29,Perak,0,0,0,2023
2023-06-30,Perak,29,1,28,2023
2023-07-01,Perak,92,19,73,2023
2023-07-02,Perak,256,39,217,2023
2023-07-03,Perak,116,28,88,2023
2023-07-04,Perak,258,93,165,2023
2023-07-05,Perak,210,77,133,2023
2023-07-06,Perak,235,96,139,2023
2023-07-07,Perak,49,5,44,2023
2023-07-08,Perak,213,70,143,2023
2023-07-09,Perak,174,16,158,2023
2023-07-10,Perak,77,9,68,2023
2023-07-11,Perak,60,15,45,2023
2023-07-12,Perak,248,56,192,2023
2023-07-13,Perak,115,28,87,2023
2023-07-14,Perak,51,5,46,2023
2023-07-15,Perak,85,20,65,2023
2023-07-16,Perak,284,33,251,2023
2023-07-17,Perak,77,10,67,2023
2023-07-18,Perak,98,12,86,2023
2023-07-19,Perak,105,25,80,2023
2023-07-20,Perak,46,3,43,2023
2023-07-21,Perak,88,18,70,2023
2023-07-22,Perak,150,34,116,2023
2023-07-23,Perak,132,23,109,2023
2023-07-24,Perak,30,1,29,2023
2023-07-25,Perak,54,15,39,2023
2023-07-26,Perak,147,29,118,2023
2023-07-27,Perak,49,15,34,2023
2023-07-28,Perak,92,19,73,2023
2023-07-29,Perak,100,14,86,2023
2023-07-30,Perak,163,20,143,2023
2023-07-31,Perak,46,5,41,2023
2023-08-01,Perak,54,7,47,2023
2023-08-02,Perak,45,7,38,2023
2023-08-03,Perak,162,54,108,2023
2023-08-04,Perak,145,26,119,2023
2023-08-05,Perak,175,28,147,2023
2023-08-06,Perak,224,33,191,2023
2023-08-07,Perak,43,6,37,2023
2023-08-08,Perak,66,6,60,2023
2023-08-09,Perak,49,3,46,2023
2023-08-10,Perak,49,7,42,2023
2023-08-11,Perak,85,12,73,2023
2023-08-12,Perak,145,13,132,2023
2023-08-13,Perak,335,42,293,2023
2023-08-14,Perak,41,6,35,2023
2023-08-15,Perak,61,10,51,2023
2023-08-16,Perak,149,19,130,2023
2023-08-17,Perak,61,20,41,2023
2023-08-18,Perak,64,9,55,2023
2023-08-19,Perak,179,34,145,2023
2023-08-20,Perak,167,23,144,2023
2023-08-21,Perak,52,8,44,2023
2023-08-22,Perak,119,14,105,2023
2023-08-23,Perak,117,34,83,2023
2023-08-24,Perak,108,46,62,2023
2023-08-25,Perak,96,21,75,2023
2023-08-26,Perak,183,21,162,2023
2023-08-27,Perak,283,37,246,2023
2023-08-28,Perak,106,39,67,2023
2023-08-29,Perak,60,16,44,2023
2023-08-30,Perak,75,32,43,2023
2023-08-31,Perak,407,57,350,2023
2023-09-01,Perak,82,11,71,2023
2023-09-02,Perak,113,15,98,2023
2023-09-03,Perak,208,27,181,2023
2023-09-04,Perak,50,6,44,2023
2023-09-05,Perak,130,59,71,2023
2023-09-06,Perak,169,43,126,2023
2023-09-07,Perak,93,20,73,2023
2023-09-08,Perak,58,5,53,2023
2023-09-09,Perak,133,27,106,2023
2023-09-10,Perak,145,19,126,2023
2023-09-11,Perak,47,6,41,2023
2023-09-12,Perak,108,12,96,2023
2023-09-13,Perak,188,54,134,2023
2023-09-14,Perak,161,29,132,2023
2023-09-15,Perak,75,17,58,2023
2023-09-16,Perak,242,37,205,2023
2023-09-17,Perak,180,18,162,2023
2023-09-18,Perak,178,96,82,2023
2023-09-19,Perak,52,9,43,2023
2023-09-20,Perak,110,32,78,2023
2023-09-21,Perak,87,17,70,2023
2023-09-22,Perak,53,4,49,2023
2023-09-23,Perak,245,66,179,2023
2023-09-24,Perak,223,33,190,2023
2023-09-25,Perak,44,3,41,2023
2023-09-26,Perak,108,48,60,2023
2023-09-27,Perak,151,67,84,2023
2023-09-28,Perak,119,9,110,2023
2023-09-29,Perak,123,37,86,2023
2023-09-30,Perak,157,43,114,2023
2023-10-01,Perak,336,44,292,2023
2023-10-02,Perak,53,7,46,2023
2023-10-03,Perak,131,69,62,2023
2023-10-04,Perak,145,27,118,2023
2023-10-05,Perak,58,7,51,2023
2023-10-06,Perak,56,8,48,2023
2023-10-07,Perak,145,53,92,2023
2023-10-08,Perak,244,34,210,2023
2023-10-09,Perak,108,15,93,2023
2023-10-10,Perak,70,14,56,2023
2023-10-11,Perak,192,82,110,2023
2023-10-12,Perak,129,22,107,2023
2023-10-13,Perak,80,15,65,2023
2023-10-14,Perak,124,14,110,2023
2023-10-15,Perak,224,39,185,2023
2023-10-16,Perak,78,11,67,2023
2023-10-17,Perak,40,1,39,2023
2023-10-18,Perak,94,7,87,2023
2023-10-19,Perak,108,16,92,2023
2023-10-20,Perak,76,18,58,2023
2023-10-21,Perak,197,26,171,2023
2023-10-22,Perak,142,24,118,2023
2023-10-23,Perak,46,7,39,2023
2023-10-24,Perak,41,5,36,2023
2023-10-25,Perak,164,51,113,2023
2023-10-26,Perak,136,24,112,2023
2023-10-27,Perak,89,35,54,2023
2023-10-28,Perak,14,1,13,2023
2023-10-29,Perak,288,43,245,2023
2023-10-30,Perak,59,10,49,2023
2023-10-31,Perak,75,7,68,2023
2023-11-01,Perak,30,2,28,2023
2023-11-02,Perak,55,4,51,2023
2023-11-03,Perak,95,17,78,2023
2023-11-04,Perak,90,14,76,2023
2023-11-05,Perak,270,35,235,2023
2023-11-06,Perak,50,6,44,2023
2023-11-07,Perak,315,241,74,2023
2023-11-08,Perak,63,24,39,2023
2023-11-09,Perak,65,7,58,2023
2023-11-10,Perak,54,9,45,2023
2023-11-11,Perak,148,31,117,2023
2023-11-12,Perak,277,47,230,2023
2023-11-13,Perak,85,12,73,2023
2023-11-14,Perak,94,22,72,2023
2023-11-15,Perak,133,41,92,2023
2023-11-16,Perak,176,51,125,2023
2023-11-17,Perak,140,62,78,2023
2023-11-18,Perak,267,90,177,2023
2023-11-19,Perak,187,25,162,2023
2023-11-20,Perak,175,89,86,2023
2023-11-21,Perak,32,4,28,2023
2023-11-22,Perak,103,12,91,2023
2023-11-23,Perak,102,12,90,2023
2023-11-24,Perak,52,8,44,2023
2023-11-25,Perak,121,22,99,2023
2023-11-26,Perak,223,33,190,2023
2023-11-27,Perak,49,5,44,2023
2023-11-28,Perak,47,16,31,2023
2023-11-29,Perak,19,0,19,2023
2023-11-30,Perak,111,26,85,2023
2023-12-01,Perak,51,3,48,2023
2023-12-02,Perak,113,32,81,2023
2023-12-03,Perak,232,20,212,2023
2023-12-04,Perak,30,0,30,2023
2023-12-05,Perak,110,32,78,2023
2023-12-06,Perak,189,63,126,2023
2023-12-07,Perak,63,5,58,2023
2023-12-08,Perak,36,1,35,2023
2023-12-09,Perak,137,33,104,2023
2023-12-10,Perak,254,40,214,2023
2023-12-11,Perak,93,9,84,2023
2023-12-12,Perak,71,5,66,2023
2023-12-13,Perak,196,47,149,2023
2023-12-14,Perak,109,19,90,2023
2023-12-15,Perak,57,3,54,2023
2023-12-16,Perak,129,15,114,2023
2023-12-17,Perak,280,38,242,2023
2023-12-18,Perak,53,4,49,2023
2023-12-19,Perak,62,10,52,2023
2023-12-20,Perak,80,19,61,2023
2023-12-21,Perak,108,18,90,2023
2023-12-22,Perak,84,6,78,2023
2023-12-23,Perak,137,20,117,2023
2023-12-24,Perak,185,20,165,2023
2023-12-25,Perak,126,12,114,2023
2023-12-26,Perak,83,10,73,2023
2023-12-27,Perak,85,13,72,2023
2023-12-28,Perak,128,24,104,2023
2023-12-29,Perak,92,8,84,2023
2023-12-30,Perak,99,10,89,2023
2023-12-31,Perak,242,33,209,2023
2024-01-01,Perak,140,12,128,2024
2024-01-02,Perak,43,2,41,2024
2024-01-03,Perak,70,14,56,2024
2024-01-04,Perak,66,7,59,2024
2024-01-05,Perak,48,6,42,2024
2024-01-06,Perak,236,76,160,2024
2024-01-07,Perak,284,31,253,2024
2024-01-08,Perak,110,27,83,2024
2024-01-09,Perak,46,7,39,2024
2024-01-10,Perak,144,42,102,2024
2024-01-11,Perak,177,54,123,2024
