date,state,17-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,other,total
2013-10-27,Malaysia,201,95,80,66,56,45,27,6,1,0,577
2013-10-28,Malaysia,202,45,35,11,11,13,6,2,1,0,326
2013-10-29,Malaysia,192,48,36,21,15,11,10,5,0,0,338
2013-10-30,Malaysia,436,50,24,27,20,14,2,1,1,2,577
2013-10-31,Malaysia,175,51,28,34,20,11,3,1,0,2,325
2013-11-01,Malaysia,90,31,37,16,9,16,6,6,0,0,211
2013-11-02,Malaysia,150,111,55,46,34,19,5,7,0,0,427
2013-11-03,Malaysia,105,93,88,55,35,29,23,12,0,0,440
2013-11-04,Malaysia,32,18,8,12,10,2,3,3,0,0,88
2013-11-05,Malaysia,56,52,34,28,17,15,6,0,0,0,208
2013-11-06,Malaysia,103,51,32,18,11,8,7,2,0,0,232
2013-11-07,Malaysia,223,112,49,22,12,14,5,2,0,0,439
2013-11-08,Malaysia,109,61,46,31,24,23,8,2,0,0,304
2013-11-09,Malaysia,102,52,33,31,27,28,13,5,0,1,292
2013-11-10,Malaysia,134,65,79,68,37,30,20,13,0,0,446
2013-11-11,Malaysia,170,36,25,15,7,7,3,0,0,0,263
2013-11-12,Malaysia,193,51,47,19,12,8,2,1,0,0,333
2013-11-13,Malaysia,308,65,40,24,13,13,3,2,0,0,468
2013-11-14,Malaysia,344,76,51,37,24,16,5,1,1,0,555
2013-11-15,Malaysia,165,57,25,22,21,10,5,2,0,0,307
2013-11-16,Malaysia,130,73,32,35,28,25,12,3,1,0,339
2013-11-17,Malaysia,138,55,42,22,21,12,8,8,0,0,306
2013-11-18,Malaysia,90,30,16,17,7,3,2,2,0,0,167
2013-11-19,Malaysia,175,48,44,31,25,11,10,3,0,0,347
2013-11-20,Malaysia,208,98,76,42,25,12,10,1,0,1,473
2013-11-21,Malaysia,162,78,60,58,21,12,7,1,0,1,400
2013-11-22,Malaysia,57,39,35,20,11,10,7,0,0,0,179
2013-11-23,Malaysia,133,51,49,35,29,16,11,3,0,0,327
2013-11-24,Malaysia,172,91,85,79,63,38,21,13,1,0,563
2013-11-25,Malaysia,131,29,16,11,5,5,2,3,0,0,202
2013-11-26,Malaysia,115,67,33,24,20,13,5,0,0,0,277
2013-11-27,Malaysia,174,84,44,25,17,15,5,4,0,1,369
2013-11-28,Malaysia,172,77,69,58,23,8,6,0,0,0,413
2013-11-29,Malaysia,161,92,61,37,28,20,11,8,1,0,419
2013-11-30,Malaysia,160,51,52,37,22,23,8,3,0,1,357
2013-12-01,Malaysia,204,114,95,86,51,42,24,15,1,0,632
2013-12-02,Malaysia,49,33,25,14,22,9,6,3,0,0,161
2013-12-03,Malaysia,159,51,47,29,12,9,7,1,0,0,315
2013-12-04,Malaysia,390,83,47,22,21,13,9,4,0,0,589
2013-12-05,Malaysia,243,83,39,30,24,8,6,4,0,0,437
2013-12-06,Malaysia,108,51,36,26,17,19,8,2,1,1,269
2013-12-07,Malaysia,154,82,81,54,37,36,25,7,0,0,476
2013-12-08,Malaysia,118,77,80,49,37,41,31,12,1,1,447
2013-12-09,Malaysia,109,42,29,19,16,12,8,1,1,0,237
2013-12-10,Malaysia,312,87,48,34,23,13,9,8,0,0,534
2013-12-11,Malaysia,394,63,37,23,10,5,9,1,0,0,542
2013-12-12,Malaysia,284,120,54,44,26,14,6,3,1,1,553
2013-12-13,Malaysia,109,51,38,29,14,12,7,0,0,1,261
2013-12-14,Malaysia,145,70,54,52,29,14,12,4,1,0,381
2013-12-15,Malaysia,158,90,72,94,83,55,40,16,3,1,612
2013-12-16,Malaysia,116,26,18,11,14,13,6,1,0,0,205
2013-12-17,Malaysia,295,64,41,37,16,8,8,1,1,1,472
2013-12-18,Malaysia,190,121,98,76,49,37,15,7,0,0,593
2013-12-19,Malaysia,175,66,47,39,28,9,5,2,0,0,371
2013-12-20,Malaysia,199,51,22,22,16,11,8,0,0,0,329
2013-12-21,Malaysia,458,63,42,35,28,31,16,7,0,0,680
2013-12-22,Malaysia,203,111,78,74,49,34,23,9,3,1,585
2013-12-23,Malaysia,117,30,28,27,22,10,6,3,0,0,243
2013-12-24,Malaysia,88,49,39,35,21,7,1,4,0,1,245
2013-12-25,Malaysia,83,41,41,23,15,15,5,3,0,0,226
2013-12-26,Malaysia,30,14,17,15,7,6,4,0,0,0,93
2013-12-27,Malaysia,77,44,42,27,30,14,10,4,0,0,248
2013-12-28,Malaysia,105,59,66,45,31,15,6,11,0,0,338
2013-12-29,Malaysia,156,73,86,79,74,52,26,18,1,0,565
2013-12-30,Malaysia,161,17,13,10,12,4,8,0,0,1,226
2013-12-31,Malaysia,61,30,30,20,13,18,15,2,0,0,189
2014-01-01,Malaysia,148,67,45,45,29,13,10,6,0,0,363
2014-01-02,Malaysia,186,31,23,16,10,4,4,1,0,0,275
2014-01-03,Malaysia,78,19,24,12,10,9,3,1,0,0,156
2014-01-04,Malaysia,229,87,55,34,28,17,10,1,0,0,461
2014-01-05,Malaysia,119,51,54,40,29,39,18,9,1,0,360
2014-01-06,Malaysia,62,36,15,12,6,11,9,3,0,0,154
2014-01-07,Malaysia,234,51,39,25,12,8,9,2,0,1,381
2014-01-08,Malaysia,457,60,54,31,35,13,5,4,1,3,663
2014-01-09,Malaysia,350,64,45,30,25,8,8,4,1,2,537
2014-01-10,Malaysia,185,44,31,16,16,11,6,2,2,2,315
2014-01-11,Malaysia,267,80,74,72,38,30,21,7,1,0,590
2014-01-12,Malaysia,165,72,69,54,53,46,26,9,2,0,496
2014-01-13,Malaysia,162,33,25,10,24,16,8,3,0,1,282
2014-01-14,Malaysia,104,49,46,24,32,20,12,9,1,1,298
2014-01-15,Malaysia,467,32,19,12,11,14,4,0,0,0,559
2014-01-16,Malaysia,211,72,53,37,32,16,8,2,1,1,433
2014-01-17,Malaysia,340,173,148,139,87,65,29,14,1,2,998
2014-01-18,Malaysia,363,75,57,35,35,15,9,2,0,1,592
2014-01-19,Malaysia,333,70,76,52,48,37,25,9,1,0,651
2014-01-20,Malaysia,293,64,22,24,13,6,4,3,0,0,429
2014-01-21,Malaysia,412,62,53,21,20,9,11,3,0,0,591
2014-01-22,Malaysia,602,89,66,45,23,16,6,4,0,0,851
2014-01-23,Malaysia,494,58,28,19,23,4,4,1,0,0,631
2014-01-24,Malaysia,188,31,24,6,9,7,3,0,0,0,268
2014-01-25,Malaysia,320,143,65,45,42,20,20,7,0,1,663
2014-01-26,Malaysia,112,64,54,54,52,25,16,6,0,0,383
2014-01-27,Malaysia,236,54,41,30,19,9,8,0,1,1,399
2014-01-28,Malaysia,392,73,56,42,27,12,5,0,1,1,609
2014-01-29,Malaysia,410,92,90,43,28,16,8,2,0,0,689
2014-01-30,Malaysia,294,55,40,27,27,7,3,3,0,0,456
2014-01-31,Malaysia,42,39,22,16,12,9,6,2,0,0,148
2014-02-01,Malaysia,72,44,39,32,23,14,5,1,0,0,230
2014-02-02,Malaysia,53,40,39,30,21,14,5,3,0,0,205
2014-02-03,Malaysia,102,46,38,20,27,15,14,6,2,0,270
2014-02-04,Malaysia,125,45,38,37,15,13,11,4,0,2,290
2014-02-05,Malaysia,199,72,48,42,20,21,19,6,0,3,430
2014-02-06,Malaysia,397,55,35,21,19,16,6,7,0,1,557
2014-02-07,Malaysia,115,31,17,13,21,8,4,2,0,0,211
2014-02-08,Malaysia,82,40,46,24,19,6,3,5,0,0,225
2014-02-09,Malaysia,269,64,81,76,42,31,18,10,0,0,591
2014-02-10,Malaysia,149,47,31,23,11,15,10,4,1,3,294
2014-02-11,Malaysia,335,78,32,24,21,13,10,2,1,0,516
2014-02-12,Malaysia,446,66,42,34,14,15,12,2,1,0,632
2014-02-13,Malaysia,371,101,88,46,29,19,18,7,2,1,682
2014-02-14,Malaysia,269,33,46,26,32,17,12,3,0,0,438
2014-02-15,Malaysia,585,56,49,49,37,26,11,5,0,0,818
2014-02-16,Malaysia,201,97,80,73,53,25,22,6,2,2,561
2014-02-17,Malaysia,68,26,34,26,13,11,9,2,0,0,189
2014-02-18,Malaysia,378,47,35,36,12,19,3,1,0,0,531
2014-02-19,Malaysia,314,85,48,46,19,10,5,8,0,1,536
2014-02-20,Malaysia,342,84,34,25,12,9,7,2,0,0,515
2014-02-21,Malaysia,181,54,69,32,21,17,10,4,0,0,388
2014-02-22,Malaysia,456,64,56,51,32,33,11,18,0,1,722
2014-02-23,Malaysia,187,113,112,137,108,67,50,20,2,0,796
2014-02-24,Malaysia,380,29,14,13,10,5,4,5,0,0,460
2014-02-25,Malaysia,422,94,66,46,12,13,6,4,0,0,663
2014-02-26,Malaysia,397,110,85,68,32,31,13,6,0,0,742
2014-02-27,Malaysia,383,66,61,30,23,19,15,6,0,1,604
2014-02-28,Malaysia,112,42,24,28,13,13,5,2,1,0,240
2014-03-01,Malaysia,262,28,26,27,27,6,5,1,0,0,382
2014-03-02,Malaysia,1333,171,72,53,44,36,21,14,0,1,1745
2014-03-03,Malaysia,153,34,10,16,14,5,5,1,0,0,238
2014-03-04,Malaysia,288,25,18,10,6,5,6,3,0,0,361
2014-03-05,Malaysia,357,86,33,28,16,7,3,3,0,1,534
2014-03-06,Malaysia,238,55,33,31,25,10,8,2,1,1,404
2014-03-07,Malaysia,303,64,67,38,13,10,8,3,0,0,506
2014-03-08,Malaysia,1592,60,55,40,25,14,6,1,0,0,1793
2014-03-09,Malaysia,176,87,67,59,54,42,10,6,2,2,505
2014-03-10,Malaysia,221,31,31,12,7,7,2,1,0,1,313
2014-03-11,Malaysia,248,34,26,18,11,17,10,4,0,0,368
2014-03-12,Malaysia,396,104,67,43,28,13,15,5,0,2,673
2014-03-13,Malaysia,301,46,22,16,13,5,8,3,0,0,414
2014-03-14,Malaysia,141,30,25,20,7,6,6,0,0,0,235
2014-03-15,Malaysia,373,75,49,45,31,20,20,5,0,0,618
2014-03-16,Malaysia,122,71,60,59,36,39,20,13,0,0,420
2014-03-17,Malaysia,235,36,23,16,8,6,1,2,0,0,327
2014-03-18,Malaysia,391,27,15,20,23,2,1,2,0,0,481
2014-03-19,Malaysia,366,89,48,34,26,14,5,3,1,1,587
2014-03-20,Malaysia,236,45,29,14,15,7,1,0,0,0,347
2014-03-21,Malaysia,112,33,21,18,9,18,8,2,0,0,221
2014-03-22,Malaysia,168,74,48,50,26,25,11,9,0,0,411
2014-03-23,Malaysia,133,66,43,50,51,30,34,10,1,0,418
2014-03-24,Malaysia,136,29,18,10,10,5,10,5,1,0,224
2014-03-25,Malaysia,173,81,46,26,15,16,12,6,0,0,375
2014-03-26,Malaysia,309,61,39,33,19,16,14,7,0,2,500
2014-03-27,Malaysia,360,100,67,35,22,16,13,5,0,1,619
2014-03-28,Malaysia,76,72,53,25,20,7,3,0,0,0,256
2014-03-29,Malaysia,212,94,44,42,30,23,14,5,1,1,466
2014-03-30,Malaysia,149,68,78,61,48,27,13,11,0,1,456
2014-03-31,Malaysia,61,31,25,16,12,8,3,0,0,0,156
2014-04-01,Malaysia,311,94,62,22,22,14,6,8,0,2,541
2014-04-02,Malaysia,308,57,35,23,16,8,11,1,0,0,459
2014-04-03,Malaysia,268,83,35,29,9,17,8,2,1,0,452
2014-04-04,Malaysia,70,25,20,19,13,6,7,2,0,0,162
2014-04-05,Malaysia,84,52,59,65,35,26,16,3,0,0,340
2014-04-06,Malaysia,106,82,76,55,45,31,28,10,1,0,434
2014-04-07,Malaysia,115,54,31,26,16,13,14,4,0,1,274
2014-04-08,Malaysia,184,58,43,21,20,18,5,1,0,0,350
2014-04-09,Malaysia,137,84,55,34,19,17,6,5,0,1,358
2014-04-10,Malaysia,205,78,60,16,9,9,6,3,0,0,386
2014-04-11,Malaysia,81,52,51,20,13,15,1,4,0,1,238
2014-04-12,Malaysia,185,134,88,59,48,23,14,8,0,1,560
2014-04-13,Malaysia,211,86,73,73,72,52,19,13,0,2,601
2014-04-14,Malaysia,132,71,42,25,14,16,11,6,0,0,317
2014-04-15,Malaysia,263,51,48,25,15,19,11,5,0,0,437
2014-04-16,Malaysia,334,55,52,26,25,12,4,0,0,3,511
2014-04-17,Malaysia,309,70,50,30,19,15,15,4,0,0,512
2014-04-18,Malaysia,195,52,39,32,18,7,9,2,0,0,354
2014-04-19,Malaysia,185,96,75,80,60,37,20,7,0,0,560
2014-04-20,Malaysia,220,102,113,102,84,53,41,16,3,15,749
2014-04-21,Malaysia,123,42,30,34,26,16,10,5,0,0,286
2014-04-22,Malaysia,263,140,101,51,45,31,24,5,1,1,662
2014-04-23,Malaysia,250,78,44,48,34,28,16,5,1,0,504
2014-04-24,Malaysia,358,85,41,25,27,13,10,1,0,1,561
2014-04-25,Malaysia,117,43,34,37,21,18,14,3,0,0,287
2014-04-26,Malaysia,326,57,47,44,24,22,12,5,0,1,538
2014-04-27,Malaysia,129,126,108,107,125,83,52,18,3,0,751
2014-04-28,Malaysia,178,67,44,36,19,17,12,5,0,0,378
2014-04-29,Malaysia,295,147,167,103,58,24,14,6,1,1,816
2014-04-30,Malaysia,150,32,18,21,13,8,6,1,0,0,249
2014-05-01,Malaysia,248,139,138,136,109,90,61,26,2,1,950
2014-05-02,Malaysia,42,16,17,14,16,6,4,3,0,0,118
2014-05-03,Malaysia,211,89,63,46,41,25,15,3,0,3,496
2014-05-04,Malaysia,98,62,74,67,82,64,35,26,1,0,509
2014-05-05,Malaysia,190,53,30,32,21,13,9,4,0,1,353
2014-05-06,Malaysia,178,87,57,39,18,16,10,5,1,1,412
2014-05-07,Malaysia,231,87,55,53,32,31,13,6,1,0,509
2014-05-08,Malaysia,276,90,68,58,36,21,8,2,0,1,560
2014-05-09,Malaysia,43,21,21,22,16,15,3,1,1,0,143
2014-05-10,Malaysia,94,61,53,36,27,10,10,10,1,1,303
2014-05-11,Malaysia,175,101,92,120,106,68,26,13,2,0,703
2014-05-12,Malaysia,161,49,53,29,28,26,15,11,1,1,374
2014-05-13,Malaysia,196,129,134,131,126,85,70,27,3,4,905
2014-05-14,Malaysia,193,74,73,54,26,16,8,3,0,0,447
2014-05-15,Malaysia,314,117,76,59,43,31,17,4,0,2,663
2014-05-16,Malaysia,49,39,27,28,18,17,13,4,0,0,195
2014-05-17,Malaysia,332,76,65,63,46,37,19,3,1,0,642
2014-05-18,Malaysia,291,200,183,180,140,95,66,32,4,0,1191
2014-05-19,Malaysia,108,36,36,39,24,12,7,4,2,0,268
2014-05-20,Malaysia,113,85,106,74,52,42,30,15,0,3,520
2014-05-21,Malaysia,214,112,79,61,46,40,14,8,0,0,574
2014-05-22,Malaysia,139,112,89,76,43,37,21,4,1,0,522
2014-05-23,Malaysia,185,66,40,30,11,22,9,3,1,1,368
2014-05-24,Malaysia,447,276,106,75,52,52,16,6,1,0,1031
2014-05-25,Malaysia,181,125,107,94,102,55,40,14,2,0,720
2014-05-26,Malaysia,146,71,56,54,45,26,12,7,0,0,417
2014-05-27,Malaysia,205,79,62,48,31,19,24,13,2,0,483
2014-05-28,Malaysia,366,102,95,71,57,25,11,3,0,0,730
2014-05-29,Malaysia,118,75,64,52,28,21,7,4,1,0,370
2014-05-30,Malaysia,103,50,48,34,32,23,5,5,1,1,302
2014-05-31,Malaysia,132,59,54,45,26,27,15,9,1,0,368
2014-06-01,Malaysia,158,74,86,82,66,56,23,9,0,1,555
2014-06-02,Malaysia,76,27,15,11,11,7,3,1,0,0,151
2014-06-03,Malaysia,132,45,53,30,16,12,9,3,1,0,301
2014-06-04,Malaysia,190,60,57,33,14,19,7,3,0,1,384
2014-06-05,Malaysia,151,88,55,24,29,21,8,3,0,0,379
2014-06-06,Malaysia,64,51,48,31,22,19,4,10,0,0,249
2014-06-07,Malaysia,730,156,86,52,37,20,16,4,0,2,1103
2014-06-08,Malaysia,203,79,80,76,74,62,57,25,6,0,662
2014-06-09,Malaysia,122,28,44,43,22,17,6,7,0,2,291
2014-06-10,Malaysia,150,83,83,55,53,18,8,5,1,0,456
2014-06-11,Malaysia,294,126,63,51,42,35,19,0,1,1,632
2014-06-12,Malaysia,327,137,117,82,24,28,17,7,0,0,739
2014-06-13,Malaysia,86,88,89,44,32,17,16,5,0,0,377
2014-06-14,Malaysia,660,59,43,36,38,21,18,10,0,2,887
2014-06-15,Malaysia,218,93,110,84,85,62,38,18,3,0,711
2014-06-16,Malaysia,209,88,63,42,28,23,11,4,2,0,470
2014-06-17,Malaysia,404,103,81,50,20,21,13,4,1,0,697
2014-06-18,Malaysia,425,107,102,74,77,28,36,10,1,1,861
2014-06-19,Malaysia,426,87,69,43,38,24,13,1,2,0,703
2014-06-20,Malaysia,78,53,57,42,19,16,19,6,0,0,290
2014-06-21,Malaysia,449,175,113,109,58,39,30,7,0,1,981
2014-06-22,Malaysia,369,182,183,142,118,78,40,6,3,1,1122
2014-06-23,Malaysia,202,76,112,71,41,28,12,4,0,0,546
2014-06-24,Malaysia,369,103,99,61,41,26,14,2,1,0,716
2014-06-25,Malaysia,257,105,88,75,61,27,16,2,0,5,636
2014-06-26,Malaysia,147,113,88,46,34,30,13,3,0,0,474
2014-06-27,Malaysia,91,57,47,24,27,19,10,4,1,0,280
2014-06-28,Malaysia,298,81,62,73,41,34,26,13,0,0,628
2014-06-29,Malaysia,87,59,42,55,50,51,26,18,0,0,388
2014-06-30,Malaysia,48,13,12,8,10,4,4,0,1,1,101
2014-07-01,Malaysia,111,11,8,10,12,9,4,1,0,0,166
2014-07-02,Malaysia,303,11,10,14,5,10,4,3,0,0,360
2014-07-03,Malaysia,148,29,21,21,20,15,9,4,0,0,267
2014-07-04,Malaysia,49,11,15,13,9,5,5,4,0,0,111
2014-07-05,Malaysia,88,42,51,44,32,28,22,7,0,0,314
2014-07-06,Malaysia,170,94,94,121,125,91,56,33,3,0,787
2014-07-07,Malaysia,76,21,26,15,10,7,1,1,0,0,157
2014-07-08,Malaysia,330,29,22,17,10,10,3,2,2,1,426
2014-07-09,Malaysia,364,52,35,39,23,15,11,2,0,0,541
2014-07-10,Malaysia,228,34,20,20,16,12,12,4,0,2,348
2014-07-11,Malaysia,149,34,14,11,10,6,8,1,1,0,234
2014-07-12,Malaysia,93,59,74,49,36,16,11,7,0,2,347
2014-07-13,Malaysia,266,80,106,100,94,74,48,17,3,3,791
2014-07-14,Malaysia,212,24,15,17,8,3,6,3,0,1,289
2014-07-15,Malaysia,62,19,13,7,6,8,4,3,0,0,122
2014-07-16,Malaysia,538,25,16,22,16,14,9,9,0,1,650
2014-07-17,Malaysia,364,15,19,12,18,19,8,3,0,1,459
2014-07-18,Malaysia,318,22,17,14,11,4,3,1,0,0,390
2014-07-19,Malaysia,99,66,48,39,39,29,20,6,0,0,346
2014-07-20,Malaysia,190,107,107,107,94,84,49,28,4,1,771
2014-07-21,Malaysia,210,16,21,13,16,11,7,2,1,0,297
2014-07-22,Malaysia,384,28,16,14,15,9,7,1,1,3,478
2014-07-23,Malaysia,428,43,35,30,21,11,11,2,0,0,581
2014-07-24,Malaysia,236,52,73,42,34,18,12,5,1,1,474
2014-07-25,Malaysia,163,15,18,16,10,13,5,9,0,0,249
2014-07-26,Malaysia,47,25,24,29,23,9,11,4,0,1,173
2014-07-27,Malaysia,70,21,32,32,38,23,21,5,1,0,243
2014-07-28,Malaysia,2,0,2,1,0,0,1,0,0,0,6
2014-07-29,Malaysia,2,1,2,1,1,0,1,0,0,0,8
2014-07-30,Malaysia,46,31,17,15,9,7,9,5,2,0,141
2014-07-31,Malaysia,73,39,29,26,17,15,7,3,0,0,209
2014-08-01,Malaysia,90,31,25,25,23,16,8,1,0,0,219
2014-08-02,Malaysia,171,88,56,57,32,16,8,5,0,0,433
2014-08-03,Malaysia,127,105,103,94,69,55,45,18,1,4,621
2014-08-04,Malaysia,50,26,27,20,20,11,7,5,1,0,167
2014-08-05,Malaysia,231,59,37,39,19,15,9,0,0,0,409
2014-08-06,Malaysia,386,73,60,38,24,13,7,7,2,1,611
2014-08-07,Malaysia,565,61,30,23,25,17,5,3,0,1,730
2014-08-08,Malaysia,246,48,63,39,20,20,7,6,1,0,450
2014-08-09,Malaysia,257,102,100,73,39,30,20,9,1,0,631
2014-08-10,Malaysia,347,162,126,111,83,52,42,13,2,2,940
2014-08-11,Malaysia,112,38,55,28,16,7,7,6,0,1,270
2014-08-12,Malaysia,347,68,75,48,29,29,2,3,1,0,602
2014-08-13,Malaysia,497,66,48,35,30,14,9,2,0,0,701
2014-08-14,Malaysia,549,139,142,86,46,26,8,2,0,2,1000
2014-08-15,Malaysia,232,100,57,67,33,18,12,6,0,0,525
2014-08-16,Malaysia,148,96,93,55,36,15,12,7,1,2,465
2014-08-17,Malaysia,258,102,116,120,91,77,42,17,1,0,824
2014-08-18,Malaysia,213,33,34,28,12,12,9,3,0,0,344
2014-08-19,Malaysia,333,100,84,57,30,25,11,3,0,0,643
2014-08-20,Malaysia,596,114,78,61,42,27,24,8,0,1,951
2014-08-21,Malaysia,321,71,64,53,34,13,10,4,0,1,571
2014-08-22,Malaysia,50,45,60,41,22,13,7,4,0,0,242
2014-08-23,Malaysia,325,99,64,61,51,35,23,12,2,0,672
2014-08-24,Malaysia,239,107,108,107,78,70,40,20,1,0,770
2014-08-25,Malaysia,157,47,41,27,15,16,8,2,0,0,313
2014-08-26,Malaysia,433,56,49,32,24,22,12,8,0,0,636
2014-08-27,Malaysia,708,83,62,63,45,22,10,5,0,0,998
2014-08-28,Malaysia,320,67,62,42,40,26,7,4,0,0,568
2014-08-29,Malaysia,143,76,50,37,38,15,7,5,0,0,371
2014-08-30,Malaysia,147,97,50,57,43,23,21,11,1,0,450
2014-08-31,Malaysia,166,120,115,101,93,69,52,21,2,0,739
2014-09-01,Malaysia,81,60,58,39,32,18,11,5,0,1,305
2014-09-02,Malaysia,81,47,35,23,19,15,4,1,0,0,225
2014-09-03,Malaysia,374,50,60,45,28,15,9,2,0,0,583
2014-09-04,Malaysia,144,46,38,37,20,12,14,3,2,0,316
2014-09-05,Malaysia,298,48,48,27,14,12,10,2,1,0,460
2014-09-06,Malaysia,385,131,97,65,40,34,20,8,0,4,784
2014-09-07,Malaysia,234,105,92,87,71,47,30,16,2,0,684
2014-09-08,Malaysia,282,50,46,31,25,16,11,5,1,1,468
2014-09-09,Malaysia,523,96,65,61,34,23,3,0,0,0,805
2014-09-10,Malaysia,362,107,80,73,43,29,12,1,1,0,708
2014-09-11,Malaysia,279,67,65,56,33,8,6,4,0,0,518
2014-09-12,Malaysia,47,31,33,21,8,8,1,3,0,0,152
2014-09-13,Malaysia,243,70,64,31,32,19,9,4,2,0,474
2014-09-14,Malaysia,332,72,85,84,64,41,23,12,1,0,714
2014-09-15,Malaysia,59,26,13,15,14,7,5,3,0,0,142
2014-09-16,Malaysia,194,78,69,52,38,24,19,9,0,0,483
2014-09-17,Malaysia,291,95,63,50,39,27,11,6,1,1,584
2014-09-18,Malaysia,373,77,68,62,44,18,16,6,3,0,667
2014-09-19,Malaysia,144,54,60,29,24,13,6,4,1,0,335
2014-09-20,Malaysia,292,72,85,56,52,23,18,2,0,0,600
2014-09-21,Malaysia,190,120,117,113,79,74,49,27,2,0,771
2014-09-22,Malaysia,324,62,41,31,15,10,7,3,1,0,494
2014-09-23,Malaysia,353,108,56,32,22,20,16,6,0,0,613
2014-09-24,Malaysia,685,193,190,95,50,20,12,3,0,0,1248
2014-09-25,Malaysia,541,89,76,69,43,14,14,2,0,0,848
2014-09-26,Malaysia,165,57,49,38,33,20,8,7,0,0,377
2014-09-27,Malaysia,479,215,170,81,71,49,33,7,0,0,1105
2014-09-28,Malaysia,228,116,87,94,68,56,37,28,2,2,718
2014-09-29,Malaysia,138,64,52,41,32,16,11,3,0,0,357
2014-09-30,Malaysia,485,85,77,53,40,16,11,3,0,0,770
2014-10-01,Malaysia,419,94,82,43,36,24,19,5,1,0,723
2014-10-02,Malaysia,224,112,93,63,38,25,9,6,2,0,572
2014-10-03,Malaysia,50,25,19,8,15,8,3,4,0,0,132
2014-10-04,Malaysia,58,28,26,18,14,10,7,2,0,0,163
2014-10-05,Malaysia,25,19,15,18,21,14,6,1,0,0,119
2014-10-06,Malaysia,40,26,21,32,14,10,11,3,0,0,157
2014-10-07,Malaysia,188,64,44,29,28,14,11,6,0,0,384
2014-10-08,Malaysia,286,43,43,27,19,14,12,3,0,2,449
2014-10-09,Malaysia,149,79,47,36,29,24,11,4,0,0,379
2014-10-10,Malaysia,237,63,64,32,22,13,13,6,1,0,451
2014-10-11,Malaysia,334,90,82,62,56,43,15,8,1,0,691
2014-10-12,Malaysia,181,97,123,79,62,67,35,11,2,0,657
2014-10-13,Malaysia,234,59,47,35,25,19,3,2,1,1,426
2014-10-14,Malaysia,404,144,77,77,45,19,9,1,0,2,778
2014-10-15,Malaysia,381,91,83,60,77,51,24,8,1,0,776
2014-10-16,Malaysia,426,112,85,38,22,13,11,7,1,2,717
2014-10-17,Malaysia,358,55,42,26,20,19,9,3,0,2,534
2014-10-18,Malaysia,801,69,46,39,39,23,16,8,1,0,1042
2014-10-19,Malaysia,349,221,184,156,122,92,68,26,3,0,1221
2014-10-20,Malaysia,209,41,25,20,13,12,3,2,0,0,325
2014-10-21,Malaysia,265,71,34,21,17,14,7,3,0,0,432
2014-10-22,Malaysia,88,55,49,44,23,16,11,5,0,0,291
2014-10-23,Malaysia,81,51,49,31,26,8,6,1,0,2,255
2014-10-24,Malaysia,97,38,22,24,13,9,7,1,0,0,211
2014-10-25,Malaysia,261,52,33,33,19,13,9,2,0,0,422
2014-10-26,Malaysia,151,84,72,62,74,40,23,23,1,0,530
2014-10-27,Malaysia,154,58,44,32,20,17,4,5,0,2,336
2014-10-28,Malaysia,241,83,43,25,19,7,5,3,0,0,426
2014-10-29,Malaysia,471,102,64,61,24,25,16,7,0,0,770
2014-10-30,Malaysia,298,101,79,47,25,18,10,2,0,2,582
2014-10-31,Malaysia,117,56,46,41,25,14,11,5,3,0,318
2014-11-01,Malaysia,203,131,105,106,90,40,21,6,1,2,705
2014-11-02,Malaysia,129,52,57,52,43,32,40,14,2,0,421
2014-11-03,Malaysia,190,42,44,17,13,19,6,1,0,0,332
2014-11-04,Malaysia,222,71,47,26,15,6,2,4,1,1,395
2014-11-05,Malaysia,279,66,63,35,15,10,9,3,0,0,480
2014-11-06,Malaysia,297,67,57,30,22,11,9,4,1,0,498
2014-11-07,Malaysia,87,32,36,25,14,14,10,5,0,0,223
2014-11-08,Malaysia,138,75,67,71,54,28,20,0,1,0,454
2014-11-09,Malaysia,199,78,89,89,77,52,35,13,0,0,632
2014-11-10,Malaysia,113,38,26,28,27,9,8,2,0,0,251
2014-11-11,Malaysia,247,84,73,53,33,34,13,8,1,1,547
2014-11-12,Malaysia,423,115,72,45,23,13,7,3,1,0,702
2014-11-13,Malaysia,185,70,63,35,25,17,6,3,0,0,404
2014-11-14,Malaysia,156,47,38,27,22,14,12,5,1,0,322
2014-11-15,Malaysia,243,67,60,51,34,38,26,7,2,0,528
2014-11-16,Malaysia,126,79,67,70,78,58,34,12,2,1,527
2014-11-17,Malaysia,191,49,37,20,21,7,2,4,1,0,332
2014-11-18,Malaysia,150,86,69,53,33,24,18,8,0,0,441
2014-11-19,Malaysia,258,108,78,53,33,23,12,1,0,1,567
2014-11-20,Malaysia,288,135,85,64,48,36,13,3,0,0,672
2014-11-21,Malaysia,201,62,47,26,18,6,9,4,2,0,375
2014-11-22,Malaysia,83,57,65,58,45,25,10,5,0,0,348
2014-11-23,Malaysia,173,96,116,86,65,39,23,11,4,0,613
2014-11-24,Malaysia,166,36,44,23,17,15,8,4,1,0,314
2014-11-25,Malaysia,232,97,68,47,41,12,8,3,0,0,508
2014-11-26,Malaysia,248,81,73,61,32,26,15,8,0,0,544
2014-11-27,Malaysia,199,91,53,27,17,8,9,1,0,2,407
2014-11-28,Malaysia,154,54,40,27,16,12,13,0,1,0,317
